,Name,Image,Personality Traits
713,['Tathagata Mukherjee'],"['https://en.wikipedia.org//wiki/File:BRKM_secondary_section_entrance.crop.jpg', 'https://en.wikipedia.org//wiki/File:P_vip.svg', 'https://en.wikipedia.org//wiki/File:Video-x-generic.svg', 'https://en.wikipedia.org//wiki/File:Flag_of_India.svg']","['actor', 'independent', 'actor', 'independent', 'director', 'actor', 'married', 'singer', 'creative', 'writer']"
714,['Thagubothu Ramesh'],[],"['actor', 'actor', 'director', 'married']"
715,['Thikkurissy Sukumaran Nair'],['https://en.wikipedia.org//wiki/File:Thikkurissy.jpg'],"['writer', 'director', 'actor', 'writer', 'successful', 'comedy', 'married', 'actor', 'singer', 'successful']"
716,['Thilakan'],"['https://en.wikipedia.org//wiki/File:THILAKAN-OIL_PAINTING.jpg', 'https://en.wikipedia.org//wiki/File:Thilakan.JPG']","['actor', 'actor', 'comedy', 'actress', 'actor', 'actor', 'producer', 'director', 'director', 'actress']"
717,['Thota Tharani'],"['https://en.wikipedia.org//wiki/File:Thota_Tharani.jpg', 'https://en.wikipedia.org//wiki/File:India_film_clapperboard_(variant).svg', 'https://en.wikipedia.org//wiki/File:Biofilm.png']","['director', 'director', 'director', 'director', 'director', 'director']"
718,['Thalaivasal Vijay'],[],"['actor', 'actor']"
719,['Tiger Shroff'],"['https://en.wikipedia.org//wiki/File:Tiger_Shroff_in_2019.jpg', 'https://en.wikipedia.org//wiki/File:Tiger_Shroff_%26_Jacqueline_Fernandez.jpg']","['actor', 'producer', 'successful', 'successful', 'actor', 'producer', 'comedy', 'director']"
720,['Tinnu Anand'],['https://en.wikipedia.org//wiki/File:Tinu-anand.JPG'],"['actor', 'writer', 'director', 'producer', 'director', 'writer', 'actor']"
721,['Tiku Talsania'],['https://en.wikipedia.org//wiki/File:Tiku_Talsania_at_Sab_TV%27s_show_launch.jpg'],"['actor', 'successful', 'successful', 'married', 'actress']"
722,['Tigmanshu Dhulia'],['https://en.wikipedia.org//wiki/File:Photo_Of_Tigmanshu_Dhulia_From_The_DVD_launch_of_%27Paan_Singh_Tomar%27.jpg'],"['writer', 'director', 'actor', 'screenwriter', 'producer', 'director', 'comedy']"
723,['Tom Alter'],['https://en.wikipedia.org//wiki/File:Tom_Alter_in_2013.jpg'],"['actor', 'known for his work', 'actor', 'actor', 'comedy', 'writer', 'actor', 'actor', 'director', 'married', 'writer', 'actor', 'writer', 'director', 'respected']"
724,['Gopichand (actor)'],[],"['actor', 'director', 'successful', 'director', 'director', 'successful', 'married']"
725,['Tusshar Kapoor'],"['https://en.wikipedia.org//wiki/File:Tussar_Kapoor_at_filmfare.jpg', 'https://en.wikipedia.org//wiki/File:Tusshar_Kapoor,_Neha_Sharma_at_the_Audio_release_of_%27Kyaa_Super_Kool_Hain_Hum%27_12.jpg']","['actor', 'producer', 'director', 'actor', 'producer', 'actor', 'director', 'actor', 'comedy']"
726,['Uday Chopra'],['https://en.wikipedia.org//wiki/File:Uday_Chopra_launch_%27YOMICS%27_07.jpg'],"['actor', 'producer', 'screenwriter', 'director', 'actress', 'outstanding', 'comedy']"
727,['Uday Kiran'],['https://en.wikipedia.org//wiki/File:Uday_kiran.jpg'],"['actor', 'successful', 'actor', 'married', 'modelling', 'director', 'successful', 'actor', 'actor', 'actor', 'actor']"
728,['Udaykumar'],"['https://en.wikipedia.org//wiki/File:UK_title_image1.jpg', 'https://en.wikipedia.org//wiki/File:Crystal_Clear_app_kedit.svg']","['actor', 'producer', 'actor', 'actor', 'producer', 'director', 'actor', 'powerful']"
729,['Unni Mukundan'],['https://en.wikipedia.org//wiki/File:Unni_mukundan.jpg'],"['actor', 'comedy', 'singer', 'comedy', 'singer', 'director', 'actor', 'successful']"
730,['Upen Patel'],['https://en.wikipedia.org//wiki/File:Upen_Patel_at_the_screening_of_%E2%80%98Shubh_Mangal_Saavdhan%E2%80%99.jpg'],['actor']
731,['Upendra (actor)'],"['https://en.wikipedia.org//wiki/File:Upendra(actor).jpg', 'https://en.wikipedia.org//wiki/File:Upendra_in_March_2019.jpg']","['actor', 'known for his work', 'writer', 'director', 'actor', 'actress', 'known for his work', 'actor', 'director', 'director', 'comedy', 'producer', 'actor', 'independent', 'director', 'director', 'actress', 'successful', 'successful', 'actress', 'actress', 'successful', 'director', 'director', 'actor', 'director', 'director', 'successful', 'comedy', 'successful', 'actor', 'director', 'actress', 'successful', 'successful', 'comedy', 'successful', 'actress', 'actress', 'successful', 'comedy', 'director', 'director', 'married', 'actress']"
732,['Upendra Limaye'],"['https://en.wikipedia.org//wiki/File:Upendra_Limaye_1.jpg', 'https://en.wikipedia.org//wiki/File:Upendra_Limaye_at_IFFI_2010_Goa.jpg']","['actor', 'actor', 'actor', 'actor', 'actor', 'married', 'actor', 'respected', 'powerful performances', 'actor', 'actor', 'painter']"
733,['Utpal Dutt'],['https://en.wikipedia.org//wiki/File:Utpal_Dutt_2013_stamp_of_India.jpg'],"['actor', 'director', 'writer', 'actor', 'powerful', 'actress', 'actor', 'actor', 'comedy', 'successful', 'successful', 'director', 'actor', 'married', 'actress']"
734,['Uttam Kumar'],"['https://en.wikipedia.org//wiki/File:Mahanayak_Uttam-kumar.jpg', 'https://en.wikipedia.org//wiki/File:Uttam_Kumar_Indrani_(1958).png', 'https://en.wikipedia.org//wiki/File:Uttam-Kumar-and-Suchitra-Sen-in-Bangla-Movie-Harano-Sur---1957.jpg', 'https://en.wikipedia.org//wiki/File:TOLLYGUNGECAL.jpg']","['actor', 'director', 'producer', 'singer', 'actor', 'actor', 'married', 'general', 'successful', 'director', 'actor', 'actor', 'director', 'actor', 'actor', 'actress', 'producer', 'singer', 'married', 'powerful', 'actress', 'actor']"
735,['Uttam Mohanty'],[],"['actor', 'director', 'actress', 'actor', 'director', 'successful', 'actress', 'actress', 'married', 'memorable', 'actor']"
736,['Vadivelu'],['https://en.wikipedia.org//wiki/File:Vadivelu_at_Trailer_%26_HD_Songs_Launch_of_Kaththi_Sandai_.jpg'],"['actor', 'singer', 'comedy', 'comedy', 'actor', 'actor', 'actor', 'successful', 'actor', 'comedy', 'successful', 'director', 'creative', 'producer', 'director', 'comedy', 'general']"
737,['Vajramuni'],['https://en.wikipedia.org//wiki/File:Vajramuni.jpg'],"['actor', 'actor', 'actor']"
738,['Varun Dhawan'],"['https://en.wikipedia.org//wiki/File:Varun_Dhawan_promoting_Badrinath_Ki_Dulhania.jpg', 'https://en.wikipedia.org//wiki/File:Varun_Dhawan_at_the_promo_launch_of_%27Student_Of_The_Year%27.jpg', 'https://en.wikipedia.org//wiki/File:Varun_Dhawan_and_Shraddha_Kapoor.jpg', 'https://en.wikipedia.org//wiki/File:Varun_Dhawan_and_Alia_Bhatt_promoting_Kalank.jpg', 'https://en.wikipedia.org//wiki/File:Varun_Dhawan_Stardust_Conference.jpg', 'https://en.wikipedia.org//wiki/File:P_vip.svg', 'https://en.wikipedia.org//wiki/File:India_film_clapperboard_(variant).svg', 'https://en.wikipedia.org//wiki/File:Video-x-generic.svg', 'https://en.wikipedia.org//wiki/File:Flag_of_India.svg']","['actor', 'successful', 'director', 'director', 'actor', 'comedy', 'comedy', 'comedy', 'producer', 'director', 'actor', 'honest', 'comedy', 'successful', 'comedy', 'actor', 'successful', 'actor', 'comedy', 'hosting']"
739,['Varun Tej'],['https://en.wikipedia.org//wiki/File:Varun_tej_from_mister.png'],"['actor', 'actor', 'producer']"
740,['Varun Sandesh'],[],"['actor', 'comedy', 'writer', 'singer', 'actress', 'married']"
741,['Veeru Devgan'],['https://en.wikipedia.org//wiki/File:Kajal_and_Veeru_Devgan.jpg'],"['director', 'married', 'actor', 'director']"
742,['Venkatesh Daggubati'],['https://en.wikipedia.org//wiki/File:Daggubati_Venkatesh.jpg'],"['actor', 'successful', 'actor', 'producer', 'actor', 'married', 'actor', 'successful', 'actress', 'successful', 'successful', 'general']"
743,['Vennela Kishore'],['https://en.wikipedia.org//wiki/File:Vennela_Kishore.jpg'],['actor']
744,['Venu Madhav (actor)'],['https://en.wikipedia.org//wiki/File:Venu_madhav.jpeg'],"['actor', 'comedy', 'married']"
745,['Vicky Kaushal'],"['https://en.wikipedia.org//wiki/File:Vicky_Kaushal_at_HT_Style_Awards.jpg', 'https://en.wikipedia.org//wiki/File:Vicky_Kaushal_%26_Shweta_Tripathi_in_2015.jpg', 'https://en.wikipedia.org//wiki/File:Vicky_Kaushal_2018.jpg', 'https://en.wikipedia.org//wiki/File:Vicky_Kaushal_National_Award_for_Uri.jpg']","['actor', 'director', 'independent', 'actor', 'successful', 'director', 'actor', 'independent', 'memorable', 'brave', 'comedy', 'married', 'successful', 'actor', 'actor']"
746,['Vidharth'],['https://en.wikipedia.org//wiki/File:Actor_Vidharth_at_Kaadu_Movie_Press_Meet.jpg'],"['actor', 'comedy', 'married']"
747,['Vidyut Jammwal'],['https://en.wikipedia.org//wiki/File:Vidyut_Jamwal_walks_for_Manish_Malhotra_%26_Shaina_NC%27s_show_for_CPAA_22.jpg'],"['actor', 'modelling', 'actor', 'director', 'successful', 'actor', 'yoga']"
748,['Vijay Arora'],"['https://en.wikipedia.org//wiki/File:Vijay_Arora_2.jpg', 'https://en.wikipedia.org//wiki/File:Vijay_Arora_Family.jpg', 'https://en.wikipedia.org//wiki/File:Farhad_vijay_arora.JPG']","['actor', 'powerful', 'yoga', 'married']"
749,['Vijay (actor)'],"['https://en.wikipedia.org//wiki/File:Vijay_at_the_Nadigar_Sangam_Protest.jpg', 'https://en.wikipedia.org//wiki/File:Actor_Vijay.jpg', 'https://en.wikipedia.org//wiki/File:Vijay_At_The_Jilla_100_days_celebrations_event_1.jpg', 'https://en.wikipedia.org//wiki/File:Vijay_at_Puli_Audio_Launch.jpg', 'https://en.wikipedia.org//wiki/File:Tamil_Film_actor_Vijay_planted_a_tree_in_honor_of_World_Environment_Day_at_the_U.S._Consulate.jpg']","['actor', 'singer', 'successful', 'director', 'singer', 'actor', 'actor', 'comedy', 'actor', 'actress', 'comedy', 'actress', 'comedy', 'comedy', 'director', 'comedy', 'actor', 'actor', 'successful', 'actor', 'general', 'responsible', 'married', 'actor', 'producer']"
750,['Vijay Deverakonda'],['https://en.wikipedia.org//wiki/File:Vijay_Deverakonda_at_NOTA_pressmeet.jpg'],"['actor', 'producer', 'comedy', 'actor', 'actor', 'comedy', 'beautiful', 'successful', 'director', 'actor', 'producer', 'successful', 'lazy', 'actor', 'actress', 'photographer', 'comedy', 'writer']"
751,['Duniya Vijay'],['https://en.wikipedia.org//wiki/File:Duniya_Vijay-Kasi-2013.jpg'],"['actor', 'director', 'actor', 'successful']"
752,['Vijay Raaz'],['https://en.wikipedia.org//wiki/File:VijayRaaz.jpg'],"['actor', 'director', 'actor', 'comedic']"
753,['Vijay Raghavendra'],"['https://en.wikipedia.org//wiki/File:Vijay_Raghavendra_-_TeachAIDS_Interview.png', 'https://en.wikipedia.org//wiki/File:Vijay_Raghavendra_-_TeachAIDS_Recording_Session_(13567897774).jpg']","['actor', 'producer', 'actor', 'actor', 'actor', 'comedy', 'actor', 'producer', 'actor', 'married']"
754,['Vijay Sethupathi'],['https://en.wikipedia.org//wiki/File:Vijay-sethupathi-c-prem-kumar-devadarshini-at-the-96-success-meet-photos-0018.jpg'],"['actor', 'producer', 'writer', 'successful', 'director', 'actor', 'director', 'comedy', 'actor', 'comedy', 'actor', 'tall', 'actor', 'sensitive', 'producer', 'comedy', 'comedy']"
755,['Vijayakanth'],"['https://en.wikipedia.org//wiki/File:Vijaykanth_at_the_Sagaptham_Audio_Launch.jpg', 'https://en.wikipedia.org//wiki/File:Desiya_Murpokku_Dravida_Kazhagam_flag.PNG']","['actor', 'producer', 'director', 'actor', 'actor', 'comedy', 'powerful', 'honest', 'director', 'actor', 'actor', 'comedy', 'successful', 'director', 'actor', 'actor', 'married', 'actor', 'director', 'actor', 'comedic', 'actor', 'successful']"
756,['Vijayakumar (actor)'],['https://en.wikipedia.org//wiki/File:Vijayakumar_at_the_Book_Launch_of_Palani_G_Periyasamy%E2%80%99s_%E2%80%98Idhaya_Oli%E2%80%99.jpg'],"['actor', 'actor', 'actor']"
757,['Vijayaraghavan'],['https://en.wikipedia.org//wiki/File:Vijayaraghavan.jpg'],"['actor', 'actor', 'actor', 'married']"
758,['Vijay Kashi'],"['https://en.wikipedia.org//wiki/File:India_film_clapperboard_(variant).svg', 'https://en.wikipedia.org//wiki/File:India_film_clapperboard_(variant).svg', 'https://en.wikipedia.org//wiki/File:India_film_clapperboard_(variant).svg']","['actor', 'married']"
759,['Vikas Kalantri'],"['https://en.wikipedia.org//wiki/File:Vikas_Kalantri.jpg', 'https://en.wikipedia.org//wiki/File:India_film_clapperboard_(variant).svg']","['actor', 'married', 'actress']"
760,['Vikas Sethi'],['https://en.wikipedia.org//wiki/File:Vikas_Sethi.jpg'],['actor']
761,['Vikram Gokhale'],"['https://en.wikipedia.org//wiki/File:Vikram_Gokhale_at_the_TV_show_launch.jpg', 'https://en.wikipedia.org//wiki/File:India_film_clapperboard_(variant).svg']","['actor', 'producer', 'actor']"
762,['Vikram (actor)'],"['https://en.wikipedia.org//wiki/File:Vikram.jpg', 'https://en.wikipedia.org//wiki/File:Tamil_actor_%26_UN_Habitat_Youth_Envoy_Vikram.jpg']","['actor', 'singer', 'successful', 'actor', 'actor', 'director', 'comedy', 'actor', 'modelling', 'director', 'successful', 'actor', 'director', 'actor', 'comedy', 'actress', 'director', 'singer', 'actor', 'powerful', 'comedy', 'honest', 'actor', 'actor', 'director', 'actor', 'comedy', 'actor', 'outstanding', 'actor', 'producer', 'director', 'honest', 'director', 'actor', 'actor', 'successful', 'singer', 'director', 'actress', 'actor', 'actor', 'actor', 'successful', 'producer', 'general', 'actor', 'married', 'married']"
763,['Vikram Prabhu'],['https://en.wikipedia.org//wiki/File:Vikram_Prabhu_at_Arima_Nambi_Audio_Launch.jpg'],"['actor', 'director', 'actor', 'director', 'actor', 'actor', 'producer', 'married']"
764,['Vikranth'],['https://en.wikipedia.org//wiki/File:India_film_clapperboard_(variant).svg'],"['actor', 'actor', 'actor', 'memorable', 'actor', 'director', 'actor', 'married', 'actress']"
765,['Vimal (actor)'],['https://en.wikipedia.org//wiki/File:Actor_Vimal_at_the_Manjapai_Press_Meet.jpg'],"['actor', 'successful', 'comedy', 'married', 'married', 'actor', 'comedy', 'comedy', 'actor', 'comedy', 'successful', 'producer']"
766,['Vinay Apte'],[],['actor']
767,['Vinay Pathak'],"['https://en.wikipedia.org//wiki/File:Vinay_Pathak_Chalo_Dilli_promotions_at_Radio_City234.png', 'https://en.wikipedia.org//wiki/File:Vinay_Pathak_with_Deepak_Bhanushali.jpg']","['actor', 'comedy', 'married']"
768,['Vinay Virmani'],['https://en.wikipedia.org//wiki/File:Vinay_Virmani_1.jpeg'],"['actor', 'comedy', 'writer', 'producer', 'comedy']"
769,['Vinayak Joshi'],['https://en.wikipedia.org//wiki/File:Vinayak_Joshi_Joshelay_1.jpg'],"['actor', 'director', 'radio jockey', 'host', 'independent', 'comedy', 'director', 'radio jockey', 'successful', 'host', 'producer', 'creative', 'independent']"
770,['Vindu Dara Singh'],"['https://en.wikipedia.org//wiki/File:Vindu_dara_singh_cropped.jpg', 'https://en.wikipedia.org//wiki/File:Vindu_dara_and_dina.jpg']","['actor', 'comedy', 'successful', 'actor', 'actress', 'married', 'successful']"
771,['Vineeth'],"['https://en.wikipedia.org//wiki/File:Vineeth_2008.jpg', 'https://en.wikipedia.org//wiki/File:Vineeth.jpg']","['actor', 'actress', 'married']"
772,['Viineet Kumar'],['https://en.wikipedia.org//wiki/File:Vineet_Kumar_Singh_Actor.jpg'],"['actor', 'writer', 'actor', 'director', 'actor']"
773,['Vineeth Sreenivasan'],['https://en.wikipedia.org//wiki/File:Vineeth_Sreenivasan_Aravindante_Athidhikal.jpg'],"['singer', 'actor', 'director', 'screenwriter', 'producer', 'creative', 'actor', 'director', 'creative', 'screenwriter', 'actor', 'singer', 'director', 'screenwriter', 'married']"
774,['Vinod Khanna'],['https://en.wikipedia.org//wiki/File:Vinod_Khanna_at_Esha_Deol%27s_wedding_at_ISCKON_temple_11_(cropped).jpg'],"['actor', 'producer', 'successful', 'successful', 'actor', 'general', 'married', 'married']"
775,['Vinod Mehra'],['https://en.wikipedia.org//wiki/File:Vinod_Mehra_(1945_%E2%80%93_1990).jpg'],"['actor', 'producer', 'director', 'actor', 'actor', 'producer', 'director', 'dedicated', 'actress', 'married', 'director']"
776,['Vipin Sharma'],['https://en.wikipedia.org//wiki/File:Vipin_Sharma_at_the_launch_of_Shubra_Harsha_Verma%E2%80%99s_book_%E2%80%98Zero_The_Striptease_of_Conscience%E2%80%99.jpg'],"['actor', 'successful']"
777,['Vishal (actor)'],['https://en.wikipedia.org//wiki/File:Vishal_at_CCL_4_Launch_(cropped).jpg'],"['actor', 'producer', 'director', 'actor', 'successful', 'general', 'producer', 'actor', 'actor', 'director', 'producer', 'comedy', 'comedy', 'director', 'actor', 'director', 'writer', 'successful', 'host', 'independent']"
778,['Vishal Karwal'],['https://en.wikipedia.org//wiki/File:Vishal_Karwal.png'],"['actor', 'comedy', 'successful', 'actor']"
779,['Vishnu Manchu'],['https://en.wikipedia.org//wiki/File:Vishnu-manchu.jpeg'],"['actor', 'producer', 'director', 'actor', 'director', 'comedy', 'actor', 'married', 'actor', 'comedy', 'actor', 'comedy', 'actor', 'director', 'comedic', 'comedy', 'comedy', 'comedy', 'actor', 'comedy', 'director', 'creative']"
780,['Vishnu Vishal'],['https://en.wikipedia.org//wiki/File:Vishnu_Vishal_at_Velainu_Vandhutta_Vellaikaaran_Press_Meet.jpg'],"['actor', 'producer', 'actor', 'actor', 'comedy', 'comedy', 'married', 'actor']"
781,['Vishnuvardhan (actor)'],['https://en.wikipedia.org//wiki/File:Vishnuvardhan_2013_stamp_of_India.jpg'],"['actor', 'writer', 'screenwriter', 'actor', 'married', 'actress', 'director', 'actor', 'singer', 'dedicated', 'director', 'successful', 'actor']"
782,['Vivek (actor)'],['https://en.wikipedia.org//wiki/File:Vivek_at_the_Ezhumin_Press_Meet.jpg'],"['actor', 'singer', 'director', 'actor', 'comedy', 'director', 'writer', 'actor', 'actor', 'successful', 'comedy', 'director', 'successful', 'comedy', 'director', 'actor', 'comedy', 'actor', 'comedic', 'comedy', 'actor', 'director', 'comedy', 'actor', 'married', 'actress']"
783,['Vivek Oberoi'],"['https://en.wikipedia.org//wiki/File:Vivek_Filmfare-Awards-Marathi-2016-5.jpg', 'https://en.wikipedia.org//wiki/File:Neha_Sharma,_Vivek_Oberoi_at_the_Promo_launch_of_%27Jayanta_Bhai_Ki_Luv_Story%27_01.jpg']","['actor', 'actor', 'director', 'actor', 'actor', 'comedy', 'married']"
784,['Vivek Mushran'],"['https://en.wikipedia.org//wiki/File:Vivek_musharan_colors_indian_telly_awards_cropped.jpg', 'https://en.wikipedia.org//wiki/File:India_film_clapperboard_(variant).svg']",['actor']
785,['VTV Ganesh'],['https://en.wikipedia.org//wiki/File:India_film_clapperboard_(variant).svg'],"['actor', 'producer']"
786,['Yash (actor)'],['https://en.wikipedia.org//wiki/File:Yash_kgf_event.jpg'],"['actor', 'actor', 'successful', 'actor', 'comedy', 'successful', 'actress', 'married', 'actress']"
787,['Yash Pandit'],[],"['actor', 'actor']"
788,['Yashpal Sharma (actor)'],['https://en.wikipedia.org//wiki/File:Yashpal_Sharma.jpg'],"['actor', 'writer', 'director', 'actor', 'actor']"
789,['Yash Tandon'],"['https://en.wikipedia.org//wiki/File:Yash_Tandon_at_a_WTO_meeting,_2014_(cropped).png']","['married', 'director', 'director', 'director', 'director']"
790,['Yash Tonk'],[],"['actor', 'married']"
791,['Yatin Karyekar'],"['https://en.wikipedia.org//wiki/File:Yatin_Karyekar.jpg', 'https://en.wikipedia.org//wiki/File:India_film_clapperboard_(variant).svg', 'https://en.wikipedia.org//wiki/File:India_film_clapperboard_(variant).svg']","['actor', 'married']"
792,['Yogesh (actor)'],[],"['actor', 'singer', 'actor', 'successful']"
793,['Yugendran'],[],"['actor', 'singer', 'director', 'host', 'singer', 'actor', 'host', 'singer', 'singer', 'hosting', 'host', 'actor']"
794,['Yugi Sethu'],[],"['actor', 'writer', 'screenwriter', 'memorable', 'independent', 'director', 'producer']"
