,Name,Image,Personality Traits
398,['Mukri'],['https://en.wikipedia.org//wiki/File:Muhammad-Umar-Mukri-pic.jpg'],"['actor', 'actor']"
399,['Mukhyamantri Chandru'],[],"['actor', 'known for his work', 'married', 'actress', 'actor', 'comedy', 'producer', 'comedy']"
400,['Mukul Dev'],"['https://en.wikipedia.org//wiki/File:Mukul_Dev.jpg', 'https://en.wikipedia.org//wiki/File:India_film_clapperboard_(variant).svg']","['actor', 'comedy', 'host']"
401,['Murali (Malayalam actor)'],['https://en.wikipedia.org//wiki/File:Murali_(actor).jpg'],"['actor', 'powerful', 'director', 'married', 'powerful', 'actor', 'actor', 'actor']"
402,['Murali Mohan'],['https://en.wikipedia.org//wiki/File:Maganti_Murali_Mohan.jpg'],"['actor', 'producer', 'producer', 'married']"
403,['Murali (Tamil actor)'],['https://en.wikipedia.org//wiki/File:Murali_(Tamil_actor).jpg'],"['actor', 'singer', 'director', 'director', 'actress', 'successful', 'actor', 'comedy']"
404,['Mysore Lokesh'],"['https://en.wikipedia.org//wiki/File:Mysore-Lokesh-kannada-actor.jpg', 'https://en.wikipedia.org//wiki/File:India_film_clapperboard_(variant).svg', 'https://en.wikipedia.org//wiki/File:India_film_clapperboard_(variant).svg']",['actor']
405,['Navin Prabhakar'],[],"['singer', 'actor', 'singer', 'actor', 'comedy', 'host']"
406,['N. S. Krishnan'],"['https://en.wikipedia.org//wiki/File:N._S._Krishnan.jpg', 'https://en.wikipedia.org//wiki/File:Question_book-new.svg']","['actor', 'singer', 'writer', 'comedy', 'comedy', 'singer', 'philanthropist', 'married', 'actress', 'singer', 'successful', 'director', 'general', 'singer', 'actress', 'general', 'successful', 'general']"
407,['Naga Chaitanya'],"['https://en.wikipedia.org//wiki/File:Naga_Chaitanya_at_Shailaja_Reddy_Alludu.png', 'https://en.wikipedia.org//wiki/File:Samantha_Akkineni_along_with_Naga_Chaitanya_Akkineni.jpg']","['actor', 'known for his work', 'actor', 'producer', 'married', 'actress', 'actress', 'director', 'actor', 'director', 'actor', 'actor', 'actor', 'director', 'comedy']"
408,['Naga Kiran'],['https://en.wikipedia.org//wiki/File:India_film_clapperboard_(variant).svg'],"['actor', 'modelling']"
409,['Akkineni Nagarjuna'],"['https://en.wikipedia.org//wiki/File:Nagarjuna_at_62nd_Filmfare_awards_south.jpg', 'https://en.wikipedia.org//wiki/File:Nagarjuna_Indian_badminton_league_13.jpg']","['actor', 'producer', 'director', 'actor', 'married', 'actor', 'producer', 'actress', 'actor', 'director', 'comedy', 'singer', 'actor', 'actor', 'producer']"
410,['Nagesh'],"['https://en.wikipedia.org//wiki/File:Nagesh2005.jpg', 'https://en.wikipedia.org//wiki/File:Nagesh_2013_stamp_of_India.jpg']","['actor', 'comedy', 'writer', 'director', 'producer', 'actor', 'sensitive', 'actor', 'actress', 'sensitive', 'memorable', 'memorable', 'actress', 'comedy', 'actor', 'comedy', 'writer', 'comedy', 'actor', 'comedy', 'director']"
411,['Konidela Nagendra Babu'],['https://en.wikipedia.org//wiki/File:Kanche-Movie-Audio-Launch-15.jpg'],"['actor', 'producer', 'actor', 'comedy', 'producer', 'general', 'producer']"
412,['Nagendra Prasad'],['https://en.wikipedia.org//wiki/File:India_film_clapperboard_(variant).svg'],"['actor', 'outstanding']"
413,['Akkineni Nageswara Rao'],['https://en.wikipedia.org//wiki/File:ANR_wiki.jpg'],"['actor', 'producer', 'known for his work', 'successful', 'actor', 'producer', 'humble', 'successful', 'writer', 'married', 'generous']"
414,['Nagineedu'],[],"['actor', 'general']"
415,['Namit Shah'],[],[]
416,['Nana Patekar'],"['https://en.wikipedia.org//wiki/File:Nana_Patekar_snapped_at_the_press_meet_for_movie_on_Baba_Amte_06.jpg', 'https://en.wikipedia.org//wiki/File:Nana_patekar.jpg', 'https://en.wikipedia.org//wiki/File:The_President,_Shri_Pranab_Mukherjee_presenting_the_Padma_Shri_Award_to_Shri_Nana_Gajanan_Patekar,_at_an_Investiture_Ceremony-II,_at_Rashtrapati_Bhavan,_in_New_Delhi_on_April_20,_2013.jpg']","['actor', 'writer', 'philanthropist', 'actor', 'actor', 'actor', 'successful', 'comedy', 'actor', 'director', 'honest', 'powerful', 'successful', 'married', 'actor', 'actor', 'actor', 'actor', 'actor', 'actor', 'actor', 'actor', 'producer', 'director', 'actor']"
417,['Nani (actor)'],"['https://en.wikipedia.org//wiki/File:Nani_at_Aaha_Kalyanam_audio_launch_(cropped).jpg', 'https://en.wikipedia.org//wiki/File:Nani_at_the_special_screening_of_%27Makkhi%27.jpg']","['actor', 'producer', 'known for his work', 'director', 'comedy', 'successful', 'actor', 'married', 'director', 'producer', 'radio jockey', 'hosting', 'director', 'actor', 'comedy', 'director', 'actor', 'actor', 'producer', 'successful', 'actor', 'comedy', 'comedy', 'successful', 'hosting', 'comedy', 'actor']"
418,['Narain (actor)'],['https://en.wikipedia.org//wiki/File:Narain_Actor.jpg'],"['actor', 'director', 'independent', 'director', 'director', 'married', 'host', 'actor']"
419,['Narasimharaju (Kannada actor)'],"['https://en.wikipedia.org//wiki/File:Narasimharaju_(Kannada_actor).jpg', 'https://en.wikipedia.org//wiki/File:Narasimharaju.jpg']","['actor', 'comedy', 'actor', 'actor', 'actor']"
420,['Narasimha Raju (Telugu actor)'],[],"['actor', 'actor', 'actress', 'successful', 'married']"
421,['Narendra Prasad'],"['https://en.wikipedia.org//wiki/File:Narendra_Prasad.jpg', 'https://en.wikipedia.org//wiki/File:Flag_of_India.svg']","['actor', 'director', 'director', 'actor', 'powerful', 'married']"
422,['Naresh (actor)'],['https://en.wikipedia.org//wiki/File:Naresh-Vijaya-Krishna.jpg'],"['actor', 'comedy', 'actress', 'married', 'actor', 'general', 'actor']"
423,['Naseeruddin Shah'],"['https://en.wikipedia.org//wiki/File:Naseeruddin_Shah.jpg', 'https://en.wikipedia.org//wiki/File:Naseeruddin_Shah_Signature.jpg', 'https://en.wikipedia.org//wiki/File:Naseeruddin_Shah_at_The_Doon_School.jpg', 'https://en.wikipedia.org//wiki/File:Naseeruddin_Shah,_Ratna_Pathak_at_%27Gangs_Of_Wasseypur%27_screening_10.jpg', 'https://en.wikipedia.org//wiki/File:Jan_Fishan_Khan.JPG']","['actor', 'director', 'general', 'actor', 'singer', 'singer', 'respected', 'actress', 'married', 'actor', 'actor']"
424,['Nassar (actor)'],['https://en.wikipedia.org//wiki/File:Nassar_at_Oru_Kadhai_Sollattumaa_Audio_Launch.jpg'],"['actor', 'director', 'producer', 'singer', 'actor', 'successful', 'creative', 'married', 'producer', 'independent']"
425,['Navdeep'],[],"['actor', 'successful', 'comedy', 'actor', 'comedy', 'actor', 'comedy', 'powerful', 'comedy', 'comedy', 'successful', 'hosting']"
426,['Nawazuddin Siddiqui'],['https://en.wikipedia.org//wiki/File:Nawazuddin_Siddiqui_-_IIFA_2017_Green_Carpet_(36349709816)_(cropped).jpg'],"['actor', 'independent', 'director', 'actor', 'actor', 'actor', 'actor', 'actor', 'director', 'married', 'actor', 'actor']"
427,['Nedumudi Venu'],['https://en.wikipedia.org//wiki/File:Nedumudi_Venu_2008.jpg'],"['actor', 'married', 'director', 'memorable', 'director', 'actor']"
428,['Negro Johnny'],"['https://en.wikipedia.org//wiki/File:Negro-Johnny-pic.jpg', 'https://en.wikipedia.org//wiki/File:India_film_clapperboard_(variant).svg', 'https://en.wikipedia.org//wiki/File:India_film_clapperboard_(variant).svg', 'https://en.wikipedia.org//wiki/File:India_film_clapperboard_(variant).svg']",['actor']
429,['Neil Nitin Mukesh'],"['https://en.wikipedia.org//wiki/File:Neil_Nitin_Mukesh_at_the_Volkswagen_event.jpg', 'https://en.wikipedia.org//wiki/File:Katrina,_Neil_and_Kabir_on_the_sets_of_New_York.jpg', 'https://en.wikipedia.org//wiki/File:India_film_clapperboard_(variant).svg']","['actor', 'successful', 'actor', 'comedy', 'singer', 'actor', 'singer', 'photographer', 'actor', 'comedy', 'actor', 'actor', 'director', 'powerful', 'producer', 'married', 'actor', 'actor']"
430,['Nikhil Kumar (actor)'],[],"['actor', 'general', 'successful']"
431,['Nikhil Siddharth'],[],"['actor', 'director', 'successful', 'director']"
432,['Nilu Phule'],['https://en.wikipedia.org//wiki/File:Nilu_Phule.jpg'],['actor']
433,['Ninad Kamat'],"['https://en.wikipedia.org//wiki/File:Ninad_Kamat.jpg', 'https://en.wikipedia.org//wiki/File:India_film_clapperboard_(variant).svg', 'https://en.wikipedia.org//wiki/File:India-music.svg']","['actor', 'singer']"
434,['Nithiin'],[],"['actor', 'producer', 'producer', 'married', 'actor', 'director', 'comedy']"
435,['Nivin Pauly'],['https://en.wikipedia.org//wiki/File:Nivin_pauly_kannada_wikipedia.jpg'],"['actor', 'producer', 'known for his work', 'actor', 'comedy', 'comedy', 'successful', 'producer', 'actor', 'married', 'comedy']"
436,['N. T. Rama Rao'],"['https://en.wikipedia.org//wiki/File:N._T._Rama_Rao_in_Shavukaru_(1950).jpg', 'https://en.wikipedia.org//wiki/File:NTR_as_Girisam_in_Kanyasulkam.png', 'https://en.wikipedia.org//wiki/File:NT_Rama_Rao_statue_at_NTR_Circle,_Anantapur.jpg', 'https://en.wikipedia.org//wiki/File:N._T._Rama_Rao_in_Shavukaru_(1950).jpg', 'https://en.wikipedia.org//wiki/File:NTR_Memorial.jpg']","['actor', 'producer', 'director', 'actor', 'screenwriter', 'actor', 'dedicated', 'actor', 'actor', 'married', 'actor', 'producer', 'married', 'writer']"
437,['N. T. Rama Rao Jr.'],['https://en.wikipedia.org//wiki/File:NTR_Royal_Look.jpg'],"['actor', 'actor', 'actor', 'producer', 'director', 'producer', 'director', 'director', 'successful', 'responsible', 'actress', 'director', 'actor', 'general', 'comedy', 'producer', 'director', 'director', 'actor', 'actor', 'producer', 'comedy', 'married', 'general']"
438,['Nandish Sandhu'],['https://en.wikipedia.org//wiki/File:Nandish_at_awards.JPG'],['actor']
439,['Nazir Hussain'],['https://en.wikipedia.org//wiki/File:Nasir_hussain.jpg'],"['actor', 'director', 'screenwriter', 'actor', 'director', 'producer']"
440,['Omkar Kapoor'],['https://en.wikipedia.org//wiki/File:Omkar_Kapoor_(25448614036).jpg'],"['actor', 'actor']"
441,['Oduvil Unnikrishnan'],['https://en.wikipedia.org//wiki/File:Oduvil_Unnikrishnan.jpg'],"['actor', 'memorable', 'actor', 'married']"
442,['Om Prakash'],['https://en.wikipedia.org//wiki/File:Om_Prakash_Actor.jpg'],"['actor', 'comedy', 'actor', 'actor', 'powerful', 'actor', 'successful']"
443,['Om Puri'],"['https://en.wikipedia.org//wiki/File:OmPuriSept10TIFF.jpg', 'https://en.wikipedia.org//wiki/File:Om_Puri.jpg']","['actor', 'independent', 'director', 'actor', 'humble', 'courageous', 'memorable', 'successful', 'comedy', 'general', 'comedy', 'married', 'director', 'writer', 'actor', 'married']"
444,['Om Shivpuri'],['https://en.wikipedia.org//wiki/File:Om_Shivpuri.jpg'],"['actor', 'director', 'married', 'director', 'actor', 'actress']"
445,['Omi Vaidya'],['https://en.wikipedia.org//wiki/File:Omi_Vaidya.JPG'],"['actor', 'married', 'director', 'director', 'actor', 'successful']"
446,['Pankaj Kapur'],['https://en.wikipedia.org//wiki/File:Pankaj_Kapur.jpg'],"['actor', 'comedy', 'director', 'comedy', 'comedy', 'actor']"
447,['Pankaj Tripathi'],['https://en.wikipedia.org//wiki/File:Pankaj_Tripathi_World_Premiere_Newton_Zoopalast_Berlinale_2017_06.jpg'],"['actor', 'actor', 'married']"
448,['Paresh Rawal'],"['https://en.wikipedia.org//wiki/File:Paresh_Rawal_February_2015.jpg', 'https://en.wikipedia.org//wiki/File:Swaroop_Sampat_and_Paresh_Rawal.jpg', 'https://en.wikipedia.org//wiki/File:On_the_sets_of_OMG.jpg', 'https://en.wikipedia.org//wiki/File:The_President,_Shri_Pranab_Mukherjee_presenting_the_Padma_Shri_Award_to_Shri_Paresh_Rawal,_at_an_Investiture_Ceremony-II,_at_Rashtrapati_Bhavan,_in_New_Delhi_on_April_26,_2014.jpg']","['actor', 'comedy', 'married', 'actress', 'actor', 'comedy', 'successful', 'comedy', 'successful', 'actor', 'general', 'actor']"
449,['Parikshit Sahni'],['https://en.wikipedia.org//wiki/File:ParikshitSahni.jpg'],"['actor', 'actor', 'writer', 'married', 'married', 'actor']"
450,['Parmeet Sethi'],['https://en.wikipedia.org//wiki/File:Parmeet_sethi.jpg'],"['actor', 'director', 'writer', 'married', 'actress']"
451,['Parvin Dabas'],"['https://en.wikipedia.org//wiki/File:Parvin_Dabas.jpg', 'https://en.wikipedia.org//wiki/File:India_film_clapperboard_(variant).svg']","['actor', 'director', 'actor', 'photographer', 'married', 'actress']"
452,['Parzaan Dastur'],['https://en.wikipedia.org//wiki/File:India_film_clapperboard_(variant).svg'],"['actor', 'writer', 'actress']"
453,['Pasupathy'],[],"['actor', 'comedic', 'actor', 'comedy', 'radio jockey', 'independent', 'actor']"
454,['Pawan Kalyan'],"['https://en.wikipedia.org//wiki/File:The_noted_Telugu_film_actor_Shri_Pavan_Kalyan_addressing_at_the_closing_ceremony_and_award_function_of_the_18th_International_Children%E2%80%99s_Film_Festival_India,_in_Hyderabad_on_November_20,_2013_(cropped).jpg', 'https://en.wikipedia.org//wiki/File:Telugu_actor_Pawan_Kalyan_meets_Narendra_Modi.jpg']","['actor', 'producer', 'director', 'screenwriter', 'writer', 'singer', 'actor', 'creative', 'married', 'director', 'director', 'director', 'producer', 'general']"
455,['Pinchoo Kapoor'],['https://en.wikipedia.org//wiki/File:India_film_clapperboard_(variant).svg'],['actor']
456,['Piyush Mishra'],"['https://en.wikipedia.org//wiki/File:Piyush_Mishra_HD_Image.jpg', 'https://en.wikipedia.org//wiki/File:Audio_Realese_of_GOW.jpg', 'https://en.wikipedia.org//wiki/File:Piyush_mishra_with_students.jpg', 'https://en.wikipedia.org//wiki/File:Ballimaaraan_-_The_Piyush_Mishra_Project.jpg']","['actor', 'director', 'singer', 'comedy', 'singer', 'director', 'actor', 'director', 'director', 'comedy', 'actor', 'screenwriter', 'director', 'singer', 'married']"
457,['Prabhas'],['https://en.wikipedia.org//wiki/File:Prabhas_at_MAMI_18th_Mumbai_film_festival.jpg'],"['actor', 'producer', 'actor', 'comedy', 'comedy', 'director', 'director']"
458,['Prabhu Deva'],"['https://en.wikipedia.org//wiki/File:Prabhudeva_at_Wanted_press_meet.jpg', 'https://en.wikipedia.org//wiki/File:Prabhudeva_5.jpg', 'https://en.wikipedia.org//wiki/File:Promotional_rickshaw_race_for_%27Rowdy_Rathore%27_(1).jpg', 'https://en.wikipedia.org//wiki/File:IPL_5_pohoto(8).jpg', 'https://en.wikipedia.org//wiki/File:Padma_Shri_Prabhu_Deva.jpg', 'https://en.wikipedia.org//wiki/File:Commons-logo.svg']","['director', 'producer', 'actor', 'successful', 'comedy', 'director', 'director', 'director', 'actress', 'actor', 'comedy', 'successful', 'comedy', 'actor', 'actor', 'director', 'comedy', 'married', 'actress']"
459,['Prabhu (actor)'],['https://en.wikipedia.org//wiki/File:Prabhu_at_the_Arima_Nambi_Audio_Launch.jpg'],"['actor', 'producer', 'actor', 'producer', 'general', 'actor', 'successful', 'successful', 'actor', 'comedy', 'actor', 'producer', 'married', 'actress']"
460,['Pradeep Kumar'],['https://en.wikipedia.org//wiki/File:Pradeep_Kumar.jpg'],"['actor', 'successful', 'director']"
461,['Pradeep Pandey'],"['https://en.wikipedia.org//wiki/File:Pradeep-Pandey-Chintu.jpg', 'https://en.wikipedia.org//wiki/File:India_film_clapperboard_(variant).svg']",['actor']
462,['Pradeep Rawat (actor)'],['https://en.wikipedia.org//wiki/File:Rawatman.jpg'],"['actor', 'memorable', 'memorable']"
463,['Prajwal Devaraj'],['https://en.wikipedia.org//wiki/File:India_film_clapperboard_(variant).svg'],"['actor', 'actor', 'married']"
464,['Prakash Raj'],['https://en.wikipedia.org//wiki/File:Prakash_Raj_at_calicut.jpg'],"['actor', 'director', 'producer', 'successful', 'actor', 'producer', 'host', 'actor', 'director', 'married', 'actress', 'married', 'director', 'actor', 'actor', 'director', 'producer', 'producer', 'actress', 'producer', 'director', 'general', 'independent', 'actor', 'actor', 'director', 'director']"
465,['Pran (actor)'],"['https://en.wikipedia.org//wiki/File:Pran.jpg', 'https://en.wikipedia.org//wiki/File:Pran_90th_bday.jpg', 'https://en.wikipedia.org//wiki/File:Chhagan_Bhujbal_and_Pran_at_the_Dada_Saheb_Phalke_Academy_Awards,_2010.jpg', 'https://en.wikipedia.org//wiki/File:India_film_clapperboard_(variant).svg']","['actor', 'actor', 'photographer', 'writer', 'director', 'writer', 'actor', 'responsible', 'producer', 'successful', 'comedy', 'actor', 'married', 'actor', 'actor', 'director']"
466,['Pranav Mohanlal'],['https://en.wikipedia.org//wiki/File:Mohanlal_BNC.jpg'],"['actor', 'singer', 'director', 'actor', 'singer', 'actor', 'producer', 'director', 'actor', 'director', 'actor', 'actor']"
467,['Prasad Babu'],[],['actor']
468,['Prasanna (actor)'],['https://en.wikipedia.org//wiki/File:Prassana_(cropped).JPG'],"['actor', 'actor', 'actor', 'comedy', 'comedy', 'actor', 'director', 'comedy', 'director', 'actor', 'actress', 'married', 'actress']"
469,['Prosenjit Chatterjee'],['https://en.wikipedia.org//wiki/File:Prosenjit_Chatterjee.jpg'],"['actor', 'producer', 'outstanding', 'successful', 'actor', 'actor', 'singer', 'successful', 'actress']"
470,['Prashant Damle'],[],"['actor', 'comedy', 'producer', 'memorable', 'actor', 'singer', 'producer']"
471,['Prashanta Nanda'],"['https://en.wikipedia.org//wiki/File:Prashanta_Nanda_-_TeachAIDS_Interview.png', 'https://en.wikipedia.org//wiki/File:The_Director_of_DFF,_Shri_Bhupendra_Khaintola_felicitated_the_Director,_Shri_Prasant_Nanda,_at_the_presentation_of_the_film,_(Jianta_Bhoota),_during_the_IFFI-2010,_at_the_Inox_cinema_hall,_in_Panjim,_Goa_on_November_26,_2010.jpg']","['actor', 'director', 'screenwriter', 'singer', 'actor', 'director', 'screenwriter', 'singer']"
472,['Prashanth'],['https://en.wikipedia.org//wiki/File:Prashanth_at_Saahasam_Audio_Launch.jpg'],"['actor', 'director', 'comedy', 'comedy', 'actor', 'director', 'actor', 'producer', 'director', 'actor', 'successful', 'comedy', 'actress', 'beauty', 'director', 'comedy', 'successful', 'producer', 'comedy', 'actor', 'director', 'director', 'producer', 'actress', 'actor', 'actor', 'director', 'successful', 'actor', 'successful', 'director']"
473,['Prateik Babbar'],['https://en.wikipedia.org//wiki/File:Prateik_Babbar_at_Lilly_Singh%27s_party_(cropped).jpg'],"['actor', 'actress', 'independent', 'comedy', 'comedy', 'actor', 'comedy', 'comedy', 'actor', 'actress', 'actress', 'married']"
474,['Prathap (Kannada actor)'],"['https://en.wikipedia.org//wiki/File:India_film_clapperboard_(variant).svg', 'https://en.wikipedia.org//wiki/File:India_film_clapperboard_(variant).svg', 'https://en.wikipedia.org//wiki/File:India_film_clapperboard_(variant).svg']","['actor', 'comedy', 'actor']"
475,['Prem (film director)'],[],"['director', 'married', 'actress', 'producer', 'director', 'director', 'actress']"
476,['Prem Chopra'],['https://en.wikipedia.org//wiki/File:Prem_Chopra_at_Rakesh_Roshan%E2%80%99s_birthday_bash.jpg'],"['actor', 'writer', 'director', 'married', 'singer', 'actor', 'producer', 'actress', 'comedy', 'actor', 'actress']"
477,['Prem Kumar (Kannada actor)'],[],"['actor', 'director', 'director', 'actress', 'memorable', 'actor', 'director', 'actor', 'director', 'director']"
478,['Prem Nath'],"['https://en.wikipedia.org//wiki/File:PremNath.jpg', 'https://en.wikipedia.org//wiki/File:Abhishek_with_actors_Prem_Chopra_and_Premnath_-_1974.JPG']","['actor', 'director', 'actor', 'actress', 'married', 'actor', 'director', 'actor', 'actor']"
479,['Prem Nazir'],"['https://en.wikipedia.org//wiki/File:Prem_Nazir_2013_stamp_of_India.jpg', 'https://en.wikipedia.org//wiki/File:Thukalil_Syed_Mohamed_with_Prem_Nazir_in_Perumbavoor..jpg']","['actor', 'successful', 'actor', 'director', 'actor', 'loyal', 'actor', 'writer', 'director', 'actor', 'actress', 'singer', 'powerful', 'comedy', 'actor', 'married', 'director', 'actor']"
480,['Prudhvi Raj'],[],"['respected', 'comedy']"
481,['Prithviraj Kapoor'],"['https://en.wikipedia.org//wiki/File:Prithviraj_Kapoor_in_Awara.jpg', 'https://en.wikipedia.org//wiki/File:Prithviraj_Kapoor_portrait_1929.jpg', 'https://en.wikipedia.org//wiki/File:Prithvi_Theatre_1995_stamp_of_India.jpg', 'https://en.wikipedia.org//wiki/File:Prithviraj_Kapoor_2013_stamp_of_India.jpg']","['actor', 'producer', 'actor', 'actor', 'successful', 'memorable', 'actor', 'memorable', 'director', 'married']"
482,['Prithviraj Sukumaran'],['https://en.wikipedia.org//wiki/File:Prithviraj_in_Thirakkatha_(2008).jpg'],"['actor', 'director', 'producer', 'singer', 'director', 'successful', 'actor', 'singer', 'independent', 'director', 'director', 'actor', 'actor', 'successful', 'independent', 'actor', 'director', 'married', 'director', 'actor', 'independent', 'singer']"
483,['Purushottam Laxman Deshpande'],"['https://en.wikipedia.org//wiki/File:Suresh_Joshi_with_P_L_Deshpandey_(cropped).jpg', 'https://en.wikipedia.org//wiki/File:Purushottam_Laxman_Deshpande_2002_stamp_of_India.jpg']","['writer', 'actor', 'singer', 'married', 'writer', 'writer', 'actor', 'director', 'singer', 'philanthropist', 'general', 'respected', 'actor']"
484,['Puneet Issar'],"['https://en.wikipedia.org//wiki/File:Puneet_Issar.jpg', 'https://en.wikipedia.org//wiki/File:India_film_clapperboard_(variant).svg']","['actor', 'director', 'director', 'married', 'actor', 'singer']"
485,['Puneeth Rajkumar'],['https://en.wikipedia.org//wiki/File:Puneeth_rajumara.jpg'],"['actor', 'singer', 'producer', 'actor', 'successful', 'actor', 'married', 'director', 'actor', 'actor', 'actress', 'successful', 'actor', 'actor', 'actress', 'radio jockey', 'actor', 'actor', 'actor', 'successful', 'hosting', 'host', 'actor']"
486,['Puri Jagannadh'],['https://en.wikipedia.org//wiki/File:Purijagannadh.jpg'],"['director', 'screenwriter', 'producer', 'director', 'actor']"
487,['R. Madhavan'],"['https://en.wikipedia.org//wiki/File:Madhavan_Saala_Khadoos_(cropped).jpg', 'https://en.wikipedia.org//wiki/File:Kangna_Ranaut_and_R_Madhavan_promote_%27Tanu_Weds_Manu%27_on_Jhalak_Dikhhla_Jaa_sets.jpg', 'https://en.wikipedia.org//wiki/File:Madhavanff.JPG']","['actor', 'writer', 'producer', 'successful', 'actor', 'successful', 'comedy', 'actor', 'writer', 'producer', 'modelling', 'singer', 'actor', 'director', 'director', 'actor', 'actress', 'actor', 'director', 'comedy', 'actor', 'actor', 'successful', 'comedy', 'comedy', 'actor', 'daring', 'comedy', 'actor', 'comedy', 'actor', 'comedy', 'actress', 'comedy', 'writer', 'outstanding', 'actor', 'actor', 'beautiful', 'writer', 'actor', 'actress', 'host', 'actor', 'actor', 'actor', 'married', 'actor', 'director', 'actor', 'modelling']"
488,['Raaj Kumar'],['https://en.wikipedia.org//wiki/File:Raj_kumar.jpg'],"['actor', 'married', 'actor', 'actor', 'actor', 'memorable', 'actor']"
489,['Raghavendra Rajkumar'],['https://en.wikipedia.org//wiki/File:Rrkunique.jpg'],"['producer', 'actor', 'singer', 'successful']"
490,['Raghu Babu'],[],"['successful', 'actor', 'married', 'comedy', 'director']"
491,['Raghu Mukherjee'],[],"['actor', 'modelling', 'director', 'host']"
492,['Raghubir Yadav'],['https://en.wikipedia.org//wiki/File:Raghuvir_Yadav.jpg'],"['actor', 'singer', 'writer', 'actor', 'singer', 'actor', 'director']"
493,['Raghuvaran'],['https://en.wikipedia.org//wiki/File:RaghuSir.JPG'],"['actor', 'actor', 'actress', 'actor', 'married', 'actor', 'honest', 'actor', 'actor']"
494,['Rahman (actor)'],['https://en.wikipedia.org//wiki/File:Rahman_wiki.jpg'],"['actor', 'actor', 'director', 'actor', 'director', 'director', 'director', 'director', 'actor', 'actor']"
495,['Rahul Roy'],['https://en.wikipedia.org//wiki/File:Rahul_Roy_at_Manali_Jagtap-Ghanasingh%E2%80%99s_bash.jpg'],"['actor', 'producer', 'married', 'actor', 'producer', 'director', 'comedy']"
496,['Rahul Bose'],"['https://en.wikipedia.org//wiki/File:Rahul_Bose_graces_the_Four_Seasons_new_lounge_launch.jpg', 'https://en.wikipedia.org//wiki/File:I_am_hindi_movie.jpg', 'https://en.wikipedia.org//wiki/File:Rahul_Bose_with_rugby_ball.jpg']","['actor', 'director', 'screenwriter', 'writer', 'creative', 'director', 'actor', 'director', 'actor', 'director', 'successful', 'screenwriter', 'comedy', 'writer', 'director', 'actress', 'general', 'married', 'director']"
497,['Rahul Dev'],['https://en.wikipedia.org//wiki/File:Rahul_Dev_at_Nari_Hira%27s_birthday_bash_13.jpg'],"['actor', 'married']"
498,['Raja Shankar'],"['https://en.wikipedia.org//wiki/File:RajaShankarPic.jpg', 'https://en.wikipedia.org//wiki/File:India_film_clapperboard_(variant).svg', 'https://en.wikipedia.org//wiki/File:India_film_clapperboard_(variant).svg', 'https://en.wikipedia.org//wiki/File:India_film_clapperboard_(variant).svg']","['actor', 'actor']"
499,['Raj Babbar'],"['https://en.wikipedia.org//wiki/File:Raaj_Babbar.jpg', 'https://en.wikipedia.org//wiki/File:Signature_of_Raj_Babbar.svg', 'https://en.wikipedia.org//wiki/File:Raj_Babbar,_Nadira_Babbar_at_Esha_Deol%27s_wedding_reception_04.jpg']","['actor', 'successful', 'general', 'married', 'actress']"
500,['Raj Kapoor'],"['https://en.wikipedia.org//wiki/File:Raj_Kapoor_in_Anari.jpg', 'https://en.wikipedia.org//wiki/File:Raj_Kapoor_signature.svg', 'https://en.wikipedia.org//wiki/File:Intricate_jharokhas_still_adorn_the_house.JPG', 'https://en.wikipedia.org//wiki/File:Raj_Kapoor_with_his_wife_Krishna.jpg', 'https://en.wikipedia.org//wiki/File:Raj_Kapoor_2001_stamp_of_India.jpg']","['actor', 'producer', 'director', 'singer', 'actress', 'director', 'actor', 'producer', 'actor', 'actor', 'actress', 'comedy', 'actor', 'actress', 'married', 'actor', 'married', 'actress', 'actor', 'actress', 'married', 'honest', 'independent', 'yoga', 'director', 'director', 'actor', 'screenwriter', 'director', 'director', 'actor', 'actor', 'director', 'actor', 'director']"
501,['Rajanand'],"['https://en.wikipedia.org//wiki/File:Actor-Rajanand-pic.jpg', 'https://en.wikipedia.org//wiki/File:India_film_clapperboard_(variant).svg', 'https://en.wikipedia.org//wiki/File:India_film_clapperboard_(variant).svg']","['actor', 'actor']"
502,['Rajkummar Rao'],"['https://en.wikipedia.org//wiki/File:Rajkummar_Rao_World_Premiere_Newton_Zoopalast_Berlinale_2017_02.jpg', 'https://en.wikipedia.org//wiki/File:Rajkummar_Rao.jpg', 'https://en.wikipedia.org//wiki/File:Rajkummar_Rao_at_Eros_International_office_01.jpg']","['actor', 'actor', 'successful', 'comedy', 'actor', 'actor', 'actor', 'actor', 'comedy', 'actor', 'actor', 'comedy', 'actress', 'actor']"
503,['Rajat Barmecha'],['https://en.wikipedia.org//wiki/File:Rajat_Barmecha.jpg'],"['actor', 'actor', 'director']"
504,['Rajendra Kumar'],"['https://en.wikipedia.org//wiki/File:RajendraKumarActor.jpg', 'https://en.wikipedia.org//wiki/File:Rajendra_Kumar_2013_stamp_of_India.jpg']","['actor', 'successful', 'successful', 'director', 'producer', 'actor', 'director', 'married', 'producer', 'director', 'married', 'producer', 'actor']"
505,['Rajendra Nath'],[],"['actor', 'actor', 'married', 'director', 'comedy']"
506,['Rajesh (Kannada actor)'],['https://en.wikipedia.org//wiki/File:Rajesh_(Kannada_Actor)_DS.jpg'],"['actor', 'actress', 'director', 'successful', 'singer', 'producer', 'writer', 'actor']"
